Gender,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Vintage,Age_Group,Annual_Premium_Treated,Region_Category,Response
0,0,2,1,24.0,45,0,42059.0,0,1
1,1,0,0,127.0,272,0,32190.0,2,0
1,0,0,1,26.0,131,0,50489.0,0,1
0,0,0,1,26.0,207,0,38135.0,0,1
0,1,1,0,152.0,163,2,30832.0,0,0
1,0,0,1,26.0,165,0,29420.0,2,1
0,0,1,1,160.0,132,2,31728.0,0,0
1,0,1,0,152.0,271,2,30859.0,2,0
0,1,0,0,152.0,137,0,29558.0,0,0
1,0,0,1,26.0,266,0,61800.375,0,1
1,0,1,1,26.0,141,0,39216.0,0,1
0,0,0,1,122.0,96,0,40439.0,0,1
0,0,0,1,124.0,194,0,48415.0,0,1
1,0,0,1,124.0,119,1,28826.0,0,1
0,1,1,0,26.0,189,2,32072.0,2,0
1,1,1,0,152.0,137,2,26754.0,0,0
1,0,0,1,124.0,15,0,2630.0,1,1
0,0,2,1,52.0,25,1,27862.0,2,0
1,0,0,1,163.0,33,0,36226.0,0,1
0,1,1,0,152.0,46,2,26627.0,0,0
1,1,1,0,151.0,50,2,28481.0,2,0
1,1,1,0,152.0,31,2,32279.0,0,0
1,0,0,1,124.0,259,0,39008.0,0,1
1,1,1,0,152.0,290,2,29485.0,2,0
0,1,1,0,152.0,95,2,28014.0,0,0
0,0,1,1,124.0,283,2,42901.0,0,1
1,1,1,0,160.0,60,2,31698.0,0,0
0,1,0,0,26.0,222,0,29120.0,2,0
0,0,0,1,124.0,188,0,34724.0,0,1
0,0,0,1,157.0,23,0,28838.0,2,1
1,1,1,0,160.0,86,2,28655.0,2,0
1,0,0,1,26.0,92,0,36211.0,0,1
0,0,1,1,160.0,137,2,25573.0,0,0
1,0,2,1,124.0,122,0,32421.0,0,1
1,0,1,1,152.0,122,2,28003.0,2,0
0,1,1,0,151.0,97,2,27648.0,2,0
0,1,1,0,152.0,160,2,32025.0,0,0
1,0,0,1,26.0,105,0,38172.0,2,1
0,0,2,1,26.0,267,0,45870.0,0,1
0,0,2,1,26.0,96,0,38218.0,0,1
1,0,0,1,26.0,86,0,2630.0,2,1
1,0,0,1,154.0,41,0,28237.0,0,0
1,1,0,0,152.0,77,0,31470.0,0,0
1,0,0,1,26.0,125,0,54731.0,0,1
1,1,1,0,152.0,116,2,32399.0,0,0
0,1,0,0,152.0,38,0,25367.0,2,0
1,1,1,0,152.0,283,2,31606.0,0,0
0,0,0,1,154.0,249,2,31455.0,0,0
0,0,0,1,152.0,143,0,32348.0,2,0
0,1,1,0,152.0,255,2,29814.0,0,0
0,0,0,0,152.0,57,0,26870.0,0,0
1,0,0,1,26.0,13,0,36796.0,0,1
0,0,0,1,124.0,278,2,24485.0,0,1
1,0,0,1,124.0,293,1,33546.0,0,1
0,0,0,1,26.0,86,1,56407.0,0,1
0,0,0,1,124.0,167,0,42120.0,0,1
0,0,0,1,124.0,128,0,50157.0,0,1
0,1,1,0,152.0,220,2,29610.0,2,0
1,1,1,0,152.0,147,2,30290.0,2,0
0,1,1,0,152.0,28,2,30178.0,0,0
0,1,1,0,152.0,268,2,28761.0,2,0
0,1,1,0,160.0,187,2,27892.0,2,0
1,1,1,0,152.0,33,0,29161.0,2,0
1,0,0,1,124.0,159,0,41164.0,0,1
0,0,0,1,127.0,147,1,32176.0,2,0
0,0,0,1,26.0,259,1,34936.0,0,1
0,0,2,1,124.0,180,0,49039.0,0,1
0,1,1,0,152.0,259,2,31953.0,0,0
1,0,0,1,26.0,248,1,27478.0,0,0
1,0,0,1,26.0,27,0,32592.0,0,1
0,0,1,1,26.0,179,2,28079.0,0,1
0,0,1,1,26.0,274,2,25208.0,0,1
0,0,0,1,26.0,151,0,44671.0,0,1
0,0,0,1,26.0,191,1,2630.0,0,1
0,1,1,0,152.0,80,2,26547.0,0,0
0,0,2,1,122.0,23,0,37100.0,0,1
0,1,1,0,152.0,50,2,28162.0,0,0
1,1,1,0,152.0,124,2,31156.0,0,0
1,1,1,0,152.0,59,2,32157.0,2,0
0,1,1,0,152.0,281,2,28238.0,0,0
0,0,0,1,26.0,113,0,46371.0,0,1
0,0,0,1,26.0,12,0,31352.0,0,1
1,0,0,1,124.0,237,0,29182.0,0,0
1,0,0,1,26.0,178,1,58141.0,0,1
1,1,0,0,124.0,57,0,30131.0,0,0
1,1,1,0,152.0,233,2,29456.0,2,0
0,1,1,0,152.0,133,2,31851.0,0,0
0,1,1,0,152.0,87,2,25058.0,2,0
1,0,0,1,26.0,14,0,29330.0,2,0
1,0,1,1,152.0,117,2,27839.0,2,0
1,0,0,1,152.0,269,0,31398.0,0,0
1,1,0,0,26.0,105,0,26497.0,0,0
1,0,0,1,124.0,43,0,34799.0,0,1
0,0,2,1,26.0,252,1,31176.0,2,1
1,1,1,0,152.0,10,0,29230.0,0,0
0,1,1,0,152.0,231,0,29586.0,0,0
0,0,0,1,156.0,119,0,2630.0,0,1
1,1,1,0,152.0,187,2,29111.0,0,0
0,1,1,0,152.0,31,2,32049.0,1,0
0,0,0,1,156.0,186,1,38881.0,0,1
0,0,0,1,124.0,145,0,35807.0,0,1
0,0,0,1,26.0,294,1,31111.0,2,1
0,0,2,1,26.0,171,0,39915.0,0,1
1,0,0,1,26.0,293,0,41817.0,0,1
1,1,1,0,152.0,156,2,32270.0,2,0
1,1,1,0,152.0,242,2,32089.0,0,0
0,1,1,0,152.0,61,2,28041.0,2,0
1,1,1,0,160.0,147,2,29405.0,0,0
1,0,1,1,152.0,249,2,32886.0,0,0
1,1,0,0,160.0,185,0,32608.0,0,0
0,0,0,1,124.0,187,0,57393.0,2,1
0,1,1,0,152.0,192,2,29744.0,2,0
0,1,1,0,152.0,258,2,30350.0,0,0
1,0,2,1,26.0,27,0,32340.0,2,0
1,1,1,0,152.0,287,2,29131.0,0,0
1,1,1,0,152.0,75,2,30704.0,0,0
1,0,2,1,26.0,284,0,18825.0,0,1
0,1,1,0,152.0,181,2,28177.0,2,0
1,1,0,0,29.0,162,0,31862.0,0,0
1,0,0,1,26.0,259,0,39860.0,0,1
1,0,1,1,152.0,98,2,26014.0,2,0
1,1,1,0,152.0,287,2,31738.0,0,0
0,1,1,0,152.0,114,2,27214.0,0,0
0,0,0,1,124.0,40,0,36370.0,0,1
1,1,0,0,152.0,76,0,28970.0,0,0
1,0,0,1,154.0,260,0,21297.0,0,1
1,0,0,1,26.0,65,0,49039.0,0,1
1,0,2,1,26.0,21,1,30670.0,2,1
1,0,1,1,26.0,276,2,31332.0,0,1
1,0,1,1,156.0,18,2,30431.0,0,1
1,0,0,1,26.0,215,0,23508.0,0,1
1,0,2,1,125.0,271,0,34998.0,0,1
1,0,0,1,26.0,30,0,44772.0,0,1
1,1,1,0,160.0,58,2,30234.0,0,0
1,0,0,1,122.0,68,0,28308.0,0,0
0,1,0,0,26.0,129,1,32245.0,0,0
0,0,0,1,156.0,141,0,49660.0,0,1
1,0,0,1,124.0,158,0,39781.0,0,1
0,1,1,0,160.0,48,2,29503.0,0,0
0,1,1,0,151.0,105,2,27765.0,0,0
1,0,2,1,124.0,190,0,48790.0,0,1
0,0,0,1,29.0,114,0,32299.0,0,1
1,0,0,1,4.0,91,0,30401.0,0,1
1,0,0,1,26.0,173,0,28331.0,0,1
1,0,0,1,124.0,251,0,28833.0,0,1
1,0,0,1,124.0,112,0,30176.0,2,1
1,0,0,1,124.0,212,1,25394.0,0,0
1,0,0,1,26.0,21,0,27149.0,0,1
0,0,1,1,152.0,59,2,29885.0,0,0
0,1,1,0,152.0,165,2,28127.0,0,0
1,0,0,1,157.0,89,0,2630.0,2,1
0,0,0,1,124.0,77,0,35095.0,0,1
1,0,0,1,26.0,31,0,2630.0,0,1
0,1,1,0,152.0,77,2,29745.0,2,0
0,0,0,1,29.0,49,0,35708.0,0,1
1,0,0,1,156.0,178,2,2630.0,0,1
1,0,0,1,122.0,91,0,2630.0,2,1
1,0,0,1,156.0,266,0,23880.0,0,1
1,0,0,1,26.0,249,0,31679.0,1,1
1,0,1,1,154.0,111,0,26635.0,2,1
1,0,1,0,1.0,180,0,2630.0,0,1
0,0,0,1,26.0,207,0,23676.0,0,1
1,0,0,1,26.0,230,0,35024.0,0,1
1,0,0,1,26.0,270,0,32641.0,2,1
0,1,1,0,152.0,124,2,26213.0,2,0
0,0,2,1,124.0,162,0,51865.0,0,1
0,1,1,0,152.0,293,2,31268.0,0,0
0,1,1,0,152.0,236,2,30635.0,2,0
0,0,0,1,26.0,82,0,30786.0,0,1
1,0,0,0,26.0,48,0,30832.0,0,0
0,0,2,1,124.0,56,0,43870.0,2,1
1,0,0,1,26.0,84,0,28365.0,0,1
0,1,1,0,152.0,195,2,31353.0,0,0
1,0,0,1,26.0,209,0,43463.0,0,1
1,0,2,1,26.0,65,0,42283.0,0,1
1,0,0,1,124.0,286,1,44734.0,0,1
0,1,1,0,152.0,48,2,29127.0,0,0
0,0,0,1,26.0,269,0,2630.0,1,1
0,0,0,1,24.0,165,0,21774.0,0,1
1,0,0,1,26.0,261,0,38615.0,0,1
0,1,1,0,152.0,111,2,30776.0,0,0
0,0,0,1,26.0,184,0,33271.0,0,1
1,1,1,0,152.0,249,2,31384.0,2,0
0,1,1,0,160.0,207,2,28283.0,0,0
0,0,0,1,152.0,148,0,29200.0,0,1
1,0,2,1,26.0,72,1,38846.0,0,1
0,0,0,1,26.0,148,0,46645.0,0,1
0,1,1,0,160.0,152,2,32207.0,0,0
0,1,1,0,152.0,242,2,27402.0,2,0
1,0,0,1,26.0,270,0,2630.0,0,1
0,1,1,0,152.0,182,2,27541.0,2,0
1,0,0,1,157.0,13,0,32837.0,0,1
0,0,0,0,152.0,42,0,26199.0,2,0
1,0,0,1,124.0,219,0,31257.0,1,1
0,1,1,0,152.0,290,2,30067.0,0,0
0,0,0,1,26.0,53,0,44058.0,0,1
0,1,0,0,152.0,218,0,25443.0,2,0
0,0,0,1,154.0,17,0,30676.0,2,1
0,0,0,1,26.0,217,0,27139.0,0,1
0,1,0,0,26.0,255,0,31262.0,0,0
1,0,0,1,26.0,10,0,34620.0,2,1
1,0,2,1,26.0,37,0,48659.0,0,1
1,0,0,1,26.0,232,0,36037.0,0,1
0,1,1,0,152.0,248,2,28423.0,0,0
1,0,0,1,31.0,283,0,24546.0,0,1
1,0,0,1,156.0,238,0,2630.0,0,1
0,0,0,1,26.0,220,0,29540.0,0,1
1,0,0,1,26.0,173,0,2630.0,0,1
0,1,1,0,152.0,215,2,26282.0,0,0
0,1,1,0,152.0,156,2,30988.0,0,0
1,0,0,1,124.0,254,0,38545.0,0,1
0,1,1,0,160.0,260,2,32539.0,2,0
0,0,1,1,156.0,44,2,29863.0,0,1
1,1,1,0,152.0,103,2,27633.0,2,0
1,0,0,1,26.0,81,0,30063.0,0,0
1,1,1,0,152.0,222,2,31417.0,0,0
1,0,0,1,157.0,70,0,40449.0,0,1
0,0,1,1,152.0,142,2,31364.0,0,0
1,0,1,0,152.0,247,2,35173.0,0,1
1,1,1,0,152.0,111,2,25488.0,2,0
1,0,0,1,26.0,160,0,35090.0,0,1
0,1,0,0,124.0,174,0,26196.0,0,0
0,0,0,1,124.0,189,0,41657.0,0,1
0,0,1,1,152.0,94,2,32157.0,2,0
1,0,0,1,122.0,268,0,26217.0,0,1
1,0,0,1,124.0,128,0,26870.0,0,0
1,1,1,0,152.0,286,2,29650.0,2,0
0,1,1,0,152.0,181,2,25164.0,0,0
1,1,1,0,152.0,147,2,28394.0,0,0
0,0,0,1,124.0,118,0,39191.0,0,1
1,1,1,0,152.0,53,2,26383.0,2,0
1,0,2,1,156.0,276,1,2630.0,0,1
1,0,1,1,152.0,201,2,31969.0,2,0
1,0,0,1,26.0,203,0,38786.0,0,1
0,1,0,0,26.0,110,0,26697.0,0,0
1,1,1,0,152.0,162,2,30242.0,0,0
1,0,0,1,124.0,176,0,27059.0,0,0
1,0,0,1,124.0,11,0,43682.0,0,1
0,0,0,1,124.0,23,0,29538.0,0,1
0,0,1,1,152.0,175,2,28429.0,2,0
0,0,0,1,26.0,51,0,45325.0,0,1
0,1,1,0,152.0,283,2,27869.0,2,0
1,0,0,1,26.0,217,1,29035.0,0,0
0,0,0,1,26.0,16,0,32133.0,2,1
0,1,1,0,152.0,235,2,30288.0,0,0
0,1,0,0,124.0,122,1,31068.0,0,0
1,1,1,0,152.0,200,2,30925.0,0,0
1,1,1,0,152.0,10,2,25348.0,0,0
1,1,1,0,152.0,88,2,26703.0,0,0
0,0,1,1,160.0,134,2,32516.0,1,0
1,1,1,0,152.0,176,2,27788.0,2,0
0,0,0,1,124.0,49,0,44980.0,0,1
1,0,2,1,124.0,187,0,28733.0,0,1
1,0,0,1,124.0,293,0,2630.0,0,1
0,0,1,1,160.0,200,2,26096.0,1,0
0,0,0,1,124.0,168,0,30080.0,0,1
1,1,1,0,152.0,120,2,26161.0,0,0
1,0,0,1,26.0,46,0,27501.0,2,1
0,1,1,0,152.0,83,2,29501.0,0,0
1,0,0,1,124.0,213,0,31891.0,2,1
0,1,1,0,152.0,12,2,30516.0,0,0
1,0,0,1,26.0,143,0,2630.0,0,1
1,0,0,1,26.0,37,0,24640.0,0,1
0,1,1,0,152.0,50,2,30449.0,2,0
1,0,0,1,26.0,110,0,57412.0,0,1
0,0,0,1,124.0,84,0,2630.0,0,1
0,0,1,1,152.0,72,2,31205.0,0,0
0,1,1,0,152.0,250,2,32500.0,0,0
0,0,0,1,122.0,39,0,2630.0,0,1
0,0,0,1,163.0,96,0,26405.0,0,0
1,0,0,1,156.0,258,2,2630.0,0,1
1,0,1,1,152.0,85,2,27437.0,2,1
0,1,1,0,152.0,121,0,31721.0,0,0
0,1,1,0,152.0,211,2,31708.0,0,0
1,1,1,0,152.0,78,2,27888.0,0,0
0,1,0,0,151.0,114,0,29732.0,2,0
1,0,0,1,26.0,201,0,28887.0,0,0
1,1,1,0,152.0,224,2,28846.0,0,0
0,0,0,1,154.0,60,0,2630.0,2,1
1,0,0,1,26.0,179,1,61800.375,0,1
1,1,1,0,160.0,69,2,29583.0,2,0
1,0,0,1,26.0,155,1,35388.0,0,1
0,1,1,0,160.0,12,2,25403.0,0,0
1,1,0,0,124.0,289,0,28001.0,0,0
1,0,0,1,26.0,210,0,36973.0,0,1
0,1,1,0,152.0,58,2,27139.0,0,0
0,0,0,1,154.0,145,0,2630.0,2,1
0,0,0,1,26.0,109,0,39389.0,0,1
0,1,1,0,152.0,291,2,32803.0,0,0
0,1,1,0,152.0,288,2,27196.0,0,0
0,0,0,1,26.0,153,0,25950.0,2,0
0,1,0,0,26.0,291,0,29277.0,2,0
0,1,1,0,152.0,103,2,27299.0,2,0
1,1,1,0,152.0,184,2,27270.0,0,0
1,0,0,1,124.0,193,0,33151.0,0,1
0,0,1,1,160.0,232,2,25873.0,0,0
0,0,1,1,152.0,182,2,32890.0,0,0
1,1,1,0,152.0,117,2,26114.0,0,0
1,0,0,1,124.0,51,0,34479.0,0,1
1,0,1,1,152.0,73,0,36650.0,0,1
0,1,1,0,152.0,142,2,25582.0,2,0
0,0,1,1,160.0,261,2,29361.0,0,0
0,0,0,1,26.0,245,0,27368.0,2,0
0,1,1,0,152.0,49,2,26250.0,0,0
0,0,1,1,152.0,127,2,26645.0,0,0
1,1,1,0,152.0,206,2,32013.0,0,0
1,1,1,0,160.0,104,2,32516.0,2,0
1,0,0,1,19.0,125,0,30777.0,0,0
0,0,0,1,26.0,217,0,43670.0,0,1
1,0,0,1,124.0,262,0,58592.0,0,1
1,0,0,1,26.0,53,0,34939.0,2,1
1,1,1,0,151.0,69,2,30772.0,2,0
1,0,2,1,26.0,57,0,61800.375,0,1
1,0,2,1,26.0,207,0,43780.0,0,1
0,0,1,0,152.0,91,2,30679.0,0,0
1,0,0,1,26.0,181,0,33321.0,2,1
0,0,2,1,26.0,65,0,27674.0,0,1
0,0,1,1,152.0,238,2,29697.0,0,0
1,1,1,0,152.0,71,2,32354.0,0,0
1,1,1,0,152.0,12,2,26541.0,2,0
1,0,0,1,124.0,93,0,61800.375,0,1
1,1,1,0,152.0,293,2,31761.0,0,0
1,1,0,0,10.0,238,0,27550.0,0,0
0,0,0,1,26.0,49,0,61800.375,0,1
1,0,0,1,26.0,59,0,35519.0,0,1
1,0,0,1,124.0,52,0,32877.0,0,1
0,0,0,1,26.0,171,0,30301.0,0,1
1,1,0,0,124.0,68,0,31795.0,0,0
1,0,2,1,26.0,103,0,53249.0,0,1
0,0,0,1,124.0,72,0,36108.0,0,1
1,1,1,0,152.0,277,2,32214.0,0,0
1,0,0,1,26.0,177,0,61800.375,0,1
1,1,1,0,152.0,126,2,26651.0,0,0
1,1,1,0,152.0,245,2,29314.0,0,0
0,0,0,1,26.0,107,0,45704.0,0,1
0,0,0,1,26.0,98,0,38706.0,2,1
0,1,1,0,152.0,233,2,27369.0,0,0
0,1,0,0,26.0,48,1,29494.0,0,0
0,1,1,0,152.0,257,2,30569.0,2,0
0,0,0,1,26.0,51,0,30502.0,1,1
0,0,0,1,157.0,253,0,2630.0,2,1
0,1,1,0,152.0,234,0,25636.0,0,0
1,0,1,1,124.0,244,2,29042.0,0,1
1,0,0,1,10.0,23,1,29414.0,0,0
0,1,1,0,152.0,289,2,30743.0,0,0
0,0,0,1,124.0,244,0,51338.0,0,1
1,0,0,1,26.0,184,1,44788.0,0,1
0,0,0,1,156.0,29,1,40579.0,0,1
1,0,0,1,26.0,23,0,2630.0,2,1
0,1,1,0,152.0,129,2,30228.0,2,0
0,0,0,1,26.0,125,0,35105.0,0,1
1,1,1,0,152.0,30,2,29301.0,2,0
0,1,1,0,152.0,181,2,31977.0,0,0
0,0,1,1,152.0,202,2,26695.0,2,0
1,0,0,1,124.0,260,0,28853.0,1,1
1,0,0,1,26.0,250,0,31054.0,0,1
0,0,1,0,152.0,155,2,30279.0,2,0
1,0,0,1,26.0,146,0,38368.0,0,1
1,1,1,0,152.0,133,2,32021.0,0,0
0,0,0,1,26.0,34,0,61800.375,0,1
0,0,0,1,122.0,225,0,2630.0,0,1
0,1,1,0,152.0,276,2,27801.0,0,0
1,0,2,1,26.0,111,1,44149.0,0,1
0,1,1,0,152.0,149,2,29100.0,0,0
0,0,0,1,13.0,187,0,31297.0,0,1
1,0,2,1,26.0,100,0,47122.0,0,1
1,1,1,0,152.0,230,2,27764.0,0,0
1,0,0,1,124.0,15,0,27153.0,2,1
1,0,0,1,124.0,262,0,38431.0,0,1
0,1,1,0,152.0,200,2,26413.0,2,0
0,1,1,0,152.0,243,2,27755.0,0,0
0,0,0,1,157.0,107,0,17822.0,2,1
0,0,0,0,122.0,115,0,2630.0,0,1
1,0,0,1,26.0,298,0,36009.0,0,1
0,1,1,0,152.0,136,2,26001.0,0,0
1,1,1,0,152.0,281,2,29231.0,2,0
0,0,0,1,163.0,97,0,20449.0,0,1
0,0,0,1,26.0,171,0,42368.0,0,1
0,0,0,1,26.0,118,0,53644.0,0,1
1,0,1,1,152.0,203,2,31403.0,0,0
0,1,1,0,152.0,175,2,30054.0,0,0
1,0,0,1,156.0,200,0,23681.0,2,1
1,0,0,1,26.0,156,0,59025.0,0,1
1,0,0,1,124.0,181,0,29306.0,0,0
1,0,1,1,152.0,223,2,28002.0,0,0
1,0,0,1,26.0,147,0,46238.0,0,1
1,1,1,0,160.0,117,2,30780.0,0,0
0,0,0,1,157.0,64,0,26240.0,0,1
1,1,1,0,152.0,209,2,28368.0,0,0
1,0,0,1,26.0,159,0,48188.0,0,1
0,0,1,1,151.0,120,2,28894.0,0,0
1,1,1,0,152.0,23,2,28056.0,0,0
0,0,0,1,26.0,47,0,41958.0,0,1
1,0,2,1,30.0,135,0,26399.0,2,0
1,1,0,0,152.0,299,0,32142.0,0,0
1,0,0,1,124.0,182,0,2630.0,2,1
0,1,0,0,152.0,197,0,30646.0,0,0
0,1,1,0,152.0,105,2,32582.0,0,0
1,0,0,1,154.0,267,0,33833.0,0,1
0,1,1,0,152.0,242,2,26073.0,0,0
0,1,0,0,122.0,109,0,31110.0,0,0
0,0,0,1,26.0,285,0,2630.0,0,1
1,0,0,1,26.0,18,0,31836.0,2,1
1,0,0,1,26.0,239,0,42449.0,0,1
1,1,1,0,152.0,172,2,32386.0,2,0
1,1,0,0,124.0,147,1,27769.0,0,0
0,1,1,0,152.0,194,2,25747.0,0,0
0,0,0,1,26.0,271,0,48997.0,0,1
1,1,1,0,152.0,37,2,25327.0,2,0
1,0,2,1,124.0,28,0,40144.0,2,1
1,0,0,1,26.0,175,0,35903.0,0,1
1,0,1,1,152.0,170,2,34314.0,2,1
1,1,0,0,8.0,28,0,26277.0,0,0
1,0,0,1,124.0,276,0,33324.0,0,1
1,0,0,1,26.0,284,0,41740.0,0,1
1,1,1,0,152.0,135,2,32477.0,2,0
1,0,1,1,152.0,295,2,27773.0,0,0
1,0,0,1,154.0,290,0,30084.0,2,0
1,0,0,1,124.0,249,1,36970.0,0,1
0,0,1,1,152.0,90,2,29912.0,0,0
1,0,0,1,124.0,194,0,2630.0,1,1
1,1,1,0,160.0,278,2,31460.0,0,0
0,0,1,1,160.0,57,2,29119.0,2,0
1,0,0,1,163.0,163,0,26588.0,0,1
1,0,1,1,152.0,160,0,29477.0,0,0
0,1,1,0,152.0,259,2,27490.0,0,0
1,1,1,0,152.0,258,2,28741.0,0,0
1,1,1,0,154.0,128,2,32167.0,0,1
1,0,0,1,26.0,205,0,27010.0,2,1
1,0,0,1,154.0,31,0,24594.0,0,1
0,0,0,1,163.0,259,0,33352.0,0,1
0,0,0,1,26.0,152,0,31810.0,2,0
1,1,0,0,30.0,38,0,28563.0,0,0
0,1,1,0,152.0,191,2,26314.0,0,0
1,0,0,1,26.0,34,0,42694.0,0,1
0,0,1,1,152.0,175,2,28751.0,2,0
0,0,0,1,26.0,209,0,28426.0,0,0
1,0,0,1,26.0,90,0,22962.0,0,1
1,0,0,1,124.0,138,0,38729.0,0,1
1,0,1,1,152.0,54,2,31421.0,0,0
1,0,0,1,26.0,173,0,40958.0,1,1
1,1,1,0,152.0,109,2,29533.0,0,0
0,0,1,1,26.0,50,0,2630.0,0,1
1,0,2,1,124.0,279,0,47019.0,0,1
0,0,1,1,152.0,173,2,30850.0,0,0
1,1,0,0,122.0,33,1,26908.0,2,0
0,1,1,0,152.0,102,2,29874.0,0,0
0,1,1,0,152.0,13,2,32866.0,0,0
1,1,1,0,152.0,131,2,31850.0,0,0
0,0,1,0,152.0,38,2,31654.0,2,0
0,0,0,1,124.0,107,0,2630.0,0,1
1,0,0,1,124.0,130,0,32678.0,0,1
0,0,0,1,26.0,11,1,38395.0,0,1
0,1,1,0,152.0,135,2,30417.0,0,0
1,0,1,1,152.0,121,2,32723.0,0,0
0,0,1,1,152.0,194,2,20829.0,0,1
0,1,1,0,152.0,290,2,25114.0,0,0
0,0,1,1,160.0,138,2,25683.0,0,1
1,0,0,1,122.0,196,0,30088.0,0,1
0,1,1,0,152.0,73,2,28960.0,0,0
1,0,0,1,26.0,288,0,27586.0,1,0
1,0,0,1,26.0,47,1,30349.0,0,0
0,1,1,1,160.0,146,2,30521.0,0,0
1,1,1,0,152.0,168,2,32444.0,0,0
0,0,0,1,124.0,24,0,2630.0,2,1
1,0,2,1,26.0,126,1,61800.375,0,1
0,0,0,1,7.0,232,0,42222.0,0,1
0,1,1,0,152.0,188,2,28898.0,2,0
1,0,0,1,29.0,229,0,46963.0,0,1
0,0,1,1,160.0,156,2,26127.0,2,0
0,1,0,0,13.0,191,1,31835.0,2,0
1,1,1,0,152.0,47,2,29512.0,0,0
1,0,0,1,26.0,131,0,57936.0,0,1
1,0,1,1,152.0,131,2,34889.0,0,1
1,1,1,1,160.0,43,2,29979.0,0,0
1,0,0,1,26.0,105,0,2630.0,2,1
0,1,0,0,152.0,61,0,30335.0,0,0
1,0,0,1,25.0,118,0,59372.0,0,1
0,0,0,1,152.0,36,0,29742.0,2,0
1,0,1,1,163.0,171,2,2630.0,0,1
0,0,1,1,163.0,102,0,35621.0,2,1
1,1,0,0,152.0,85,0,29416.0,0,0
1,0,1,1,124.0,196,0,31597.0,0,1
1,0,0,1,124.0,287,0,32918.0,2,1
0,0,0,1,157.0,54,2,29695.0,2,0
0,0,1,1,26.0,241,0,40986.0,0,1
1,0,2,1,124.0,216,0,29629.0,2,1
1,0,2,1,154.0,250,1,30231.0,0,0
0,0,0,1,157.0,230,0,2630.0,0,1
1,0,1,1,152.0,183,2,28485.0,0,0
1,0,0,1,26.0,255,0,38952.0,0,1
0,1,1,0,152.0,76,2,25236.0,2,0
1,0,1,0,152.0,67,2,32466.0,2,0
0,0,2,1,26.0,18,0,19865.0,2,1
0,0,0,1,154.0,18,2,26686.0,2,1
1,0,1,0,152.0,265,0,2630.0,2,1
1,0,1,1,124.0,295,0,29660.0,0,1
1,0,0,1,124.0,98,0,2630.0,0,1
0,1,1,0,152.0,110,2,28045.0,0,0
1,0,0,1,26.0,226,0,23707.0,2,1
0,1,1,0,152.0,125,2,25970.0,2,0
0,1,0,0,26.0,52,1,30147.0,0,0
0,0,0,1,122.0,259,0,2630.0,0,1
1,1,1,0,151.0,157,2,32431.0,2,0
0,1,1,1,160.0,26,2,26299.0,2,0
0,1,1,0,152.0,102,2,26812.0,2,0
1,1,1,0,152.0,161,2,28591.0,0,0
0,1,1,0,151.0,184,2,28435.0,2,0
0,0,0,1,26.0,268,0,40096.0,0,1
1,0,1,1,124.0,87,0,36876.0,2,1
1,0,0,0,124.0,32,2,30288.0,0,0
1,0,0,1,157.0,76,2,2630.0,2,1
1,1,1,1,152.0,83,2,25459.0,0,0
0,0,0,1,124.0,94,0,32115.0,0,1
0,0,0,1,26.0,278,0,2630.0,0,1
0,0,0,1,124.0,238,0,61800.375,0,1
1,0,0,1,124.0,213,0,30707.0,2,1
1,1,0,0,124.0,283,1,28278.0,2,0
0,0,0,1,125.0,67,0,40489.0,0,1
1,1,1,0,152.0,195,2,27662.0,1,0
0,1,1,0,152.0,52,2,26078.0,2,0
0,0,1,0,152.0,159,2,28347.0,2,0
0,1,1,0,152.0,23,2,27753.0,1,0
0,0,1,1,152.0,274,2,29395.0,0,0
1,1,1,0,152.0,49,2,31243.0,0,0
0,0,0,1,26.0,261,1,26959.0,0,0
1,0,0,1,124.0,96,0,35040.0,0,1
0,0,0,1,26.0,243,1,35685.0,0,1
0,0,0,1,26.0,116,0,43752.0,0,1
1,1,0,0,124.0,216,0,30900.0,0,0
0,0,0,1,157.0,30,0,26377.0,0,0
1,0,2,1,157.0,226,0,42083.0,0,1
0,0,0,1,26.0,75,0,30974.0,0,0
0,1,1,0,152.0,45,2,29582.0,2,0
0,1,1,0,152.0,226,2,32468.0,0,0
0,1,1,0,152.0,90,2,25161.0,2,0
1,0,0,1,124.0,95,0,2630.0,0,1
0,0,2,1,26.0,34,1,2630.0,0,1
0,0,0,1,26.0,272,1,61800.375,0,1
1,0,0,1,26.0,213,0,49140.0,0,1
0,0,0,1,26.0,76,0,47269.0,2,1
0,1,1,0,152.0,224,0,26920.0,0,0
0,1,1,0,160.0,38,2,28558.0,0,0
1,0,0,1,124.0,37,0,36720.0,0,1
1,0,0,1,124.0,33,0,2630.0,2,1
0,0,0,1,26.0,143,1,33070.0,2,1
1,0,0,1,157.0,39,2,2630.0,0,1
1,1,1,0,152.0,156,2,26464.0,0,0
1,0,0,1,157.0,76,0,2630.0,0,1
1,0,0,1,124.0,64,0,31819.0,0,1
0,1,1,0,152.0,176,2,25737.0,2,0
1,0,0,1,124.0,132,0,30218.0,0,0
0,1,1,0,152.0,185,2,32168.0,2,0
0,1,1,0,152.0,268,2,26111.0,0,0
0,0,0,1,157.0,190,0,28244.0,0,1
1,1,1,0,152.0,169,2,27058.0,0,0
0,0,1,1,152.0,33,2,30667.0,0,0
